8, 139
10, 34
15, 34
18, 33
23, 32
27, 32
32, 32
37, 32
42, 32
47, 32
52, 32
57, 32
62, 33
67, 33
73, 33
78, 34
87, 34
98, 34
103, 33
107, 34
114, 35
118, 35
123, 36
128, 38
133, 39
138, 41
143, 43
147, 45
152, 47
158, 49
162, 51
167, 54
172, 55
177, 57
182, 59
7, 13
10, 12
53, 9
59, 9
64, 8
70, 8
76, 8
82, 7
88, 7
93, 6
99, 6
108, 5
113, 5
118, 5
123, 5
129, 4
134, 4
139, 4
145, 4
156, 3
179, 2
184, 3
189, 3
198, 3
203, 3
208, 4
213, 4
218, 5
223, 6
227, 7
232, 9
237, 10
241, 12
247, 12
253, 13
258, 13
263, 14
268, 15
272, 15
277, 16
282, 18
287, 20
291, 21
297, 23
303, 24
306, 25
310, 26
313, 26
313, 176
315, 177
4, 142
7, 142
10, 138
10, 138
14, 134
14, 134
20, 132
20, 132
27, 132
27, 132
33, 131
33, 131
38, 128
38, 128
44, 129
44, 129
50, 129
50, 129
6, 35
56, 129
56, 129
9, 34
24, 139
24, 139
68, 129
68, 129
73, 129
73, 129
23, 33
77, 130
77, 130
27, 32
81, 129
81, 129
32, 32
87, 129
87, 129
37, 32
93, 129
93, 129
42, 32
97, 130
97, 130
47, 32
104, 129
104, 129
52, 32
106, 130
106, 130
57, 33
114, 129
114, 129
62, 33
117, 130
117, 130
67, 33
125, 130
125, 130
73, 34
131, 130
131, 130
77, 33
77, 148
77, 148
139, 133
139, 133
88, 34
151, 135
151, 135
98, 33
103, 34
160, 138
160, 138
113, 35
118, 36
9, 166
9, 166
170, 141
170, 141
123, 37
9, 165
9, 165
175, 143
175, 143
128, 38
10, 162
10, 162
179, 143
179, 143
133, 39
11, 160
11, 160
187, 147
187, 147
138, 41
12, 157
12, 157
193, 149
193, 149
143, 43
14, 154
14, 154
197, 150
197, 150
148, 45
18, 152
18, 152
203, 152
203, 152
152, 47
22, 150
22, 150
210, 154
210, 154
158, 49
162, 51
221, 158
221, 158
31, 145
31, 145
167, 53
226, 160
226, 160
34, 143
34, 143
172, 55
232, 162
232, 162
38, 141
38, 141
177, 57
236, 164
236, 164
42, 138
42, 138
182, 59
241, 166
241, 166
47, 135
47, 135
186, 61
186, 61
246, 167
246, 167
51, 133
51, 133
192, 63
192, 63
252, 169
252, 169
55, 130
55, 130
195, 64
195, 64
7, 13
258, 172
258, 172
59, 129
59, 129
6, 283
6, 283
11, 281
11, 281
16, 281
22, 274
22, 274
29, 269
29, 269
28, 254
2, 282
2, 282
7, 277
7, 277
53, 248
14, 278
14, 278
67, 263
67, 263
66, 246
66, 246
27, 271
4, 142
7, 142
10, 138
10, 138
14, 134
14, 134
20, 132
20, 132
27, 132
27, 132
33, 131
33, 131
38, 128
38, 128
44, 129
44, 129
50, 129
50, 129
6, 35
56, 129
56, 129
9, 34
24, 139
24, 139
68, 129
68, 129
73, 129
73, 129
23, 33
77, 130
77, 130
27, 32
81, 129
81, 129
32, 32
87, 129
87, 129
37, 32
93, 129
93, 129
42, 32
97, 130
97, 130
47, 32
104, 129
104, 129
52, 32
106, 130
106, 130
57, 33
114, 129
114, 129
62, 33
117, 130
117, 130
67, 33
125, 130
125, 130
73, 34
131, 130
131, 130
77, 33
77, 148
77, 148
139, 133
139, 133
88, 34
151, 135
151, 135
98, 33
103, 34
160, 138
160, 138
113, 35
118, 36
9, 166
9, 166
170, 141
170, 141
123, 37
9, 165
9, 165
175, 143
175, 143
128, 38
10, 162
10, 162
179, 143
179, 143
133, 39
11, 160
11, 160
187, 147
187, 147
138, 41
12, 157
12, 157
193, 149
193, 149
143, 43
14, 154
14, 154
197, 150
197, 150
148, 45
18, 152
18, 152
203, 152
203, 152
152, 47
22, 150
22, 150
210, 154
210, 154
158, 49
162, 51
221, 158
221, 158
31, 145
31, 145
167, 53
226, 160
226, 160
34, 143
34, 143
172, 55
232, 162
232, 162
38, 141
38, 141
177, 57
236, 164
236, 164
42, 138
42, 138
182, 59
241, 166
241, 166
47, 135
47, 135
186, 61
186, 61
246, 167
246, 167
51, 133
51, 133
192, 63
192, 63
252, 169
252, 169
55, 130
55, 130
195, 64
195, 64
7, 13
258, 172
258, 172
59, 129
59, 129
200, 66
200, 66
10, 12
262, 175
262, 175
63, 127
63, 127
204, 68
204, 68
12, 11
12, 11
265, 177
265, 177
68, 126
68, 126
210, 70
210, 70
16, 10
16, 10
269, 179
269, 179
72, 125
72, 125
214, 72
214, 72
22, 10
22, 10
274, 181
274, 181
76, 124
76, 124
218, 74
218, 74
27, 9
27, 9
279, 184
279, 184
80, 124
80, 124
222, 75
222, 75
32, 9
32, 9
283, 187
283, 187
84, 124
84, 124
227, 78
227, 78
37, 9
37, 9
289, 189
289, 189
89, 124
89, 124
231, 80
231, 80
42, 8
42, 8
294, 192
294, 192
93, 124
93, 124
236, 82
236, 82
47, 8
47, 8
296, 195
296, 195
98, 124
98, 124
240, 84
240, 84
53, 9
4, 142
7, 142
10, 138
10, 138
14, 134
14, 134
20, 132
20, 132
27, 132
27, 132
33, 131
33, 131
38, 128
38, 128
44, 129
44, 129
50, 129
50, 129
56, 129
56, 129
24, 139
24, 139
68, 129
68, 129
73, 129
73, 129
23, 33
77, 130
77, 130
27, 32
81, 129
81, 129
32, 32
87, 129
87, 129
37, 32
93, 129
93, 129
42, 32
97, 130
97, 130
47, 32
104, 129
104, 129
52, 32
106, 130
106, 130
57, 33
114, 129
114, 129
62, 33
117, 130
117, 130
67, 33
125, 130
125, 130
73, 34
131, 130
131, 130
77, 33
77, 148
77, 148
139, 133
139, 133
88, 34
151, 135
151, 135
98, 33
152, 136
152, 136
103, 34
161, 137
161, 137
108, 34
160, 138
160, 138
113, 35
165, 139
165, 139
118, 36
123, 37
9, 165
9, 165
175, 143
175, 143
128, 38
10, 162
10, 162
179, 143
179, 143
133, 39
11, 160
11, 160
187, 147
187, 147
138, 41
12, 157
12, 157
193, 149
193, 149
143, 43
14, 154
14, 154
197, 150
197, 150
148, 45
18, 152
18, 152
203, 152
203, 152
152, 47
22, 150
22, 150
210, 154
210, 154
158, 49
162, 51
221, 158
221, 158
31, 145
31, 145
167, 53
226, 160
226, 160
34, 143
34, 143
172, 55
232, 162
232, 162
38, 141
38, 141
177, 57
236, 164
236, 164
42, 138
42, 138
182, 59
241, 166
241, 166
47, 135
47, 135
186, 61
186, 61
246, 167
246, 167
51, 133
51, 133
192, 63
192, 63
252, 169
252, 169
55, 130
55, 130
195, 64
195, 64
7, 13
258, 172
258, 172
59, 129
59, 129
200, 66
200, 66
10, 12
262, 175
262, 175
63, 127
63, 127
204, 68
204, 68
12, 11
12, 11
265, 177
265, 177
68, 126
68, 126
210, 70
210, 70
16, 10
16, 10
269, 179
269, 179
72, 125
72, 125
214, 72
214, 72
22, 10
22, 10
274, 181
274, 181
76, 124
76, 124
218, 74
218, 74
27, 9
27, 9
279, 184
279, 184
80, 124
80, 124
222, 75
222, 75
32, 9
32, 9
283, 187
283, 187
84, 124
84, 124
227, 78
227, 78
37, 9
37, 9
289, 189
289, 189
89, 124
89, 124
231, 80
231, 80
42, 8
42, 8
294, 192
294, 192
93, 124
93, 124
236, 82
236, 82
47, 8
47, 8
296, 195
296, 195
98, 124
98, 124
240, 84
240, 84
53, 9
300, 198
300, 198
102, 125
102, 125
245, 85
245, 85
59, 9
302, 197
302, 197
107, 125
107, 125
249, 87
249, 87
64, 8
304, 199
304, 199
112, 126
112, 126
254, 89
254, 89
70, 8
307, 203
